tid,rpid,code,name,time,type,content
664772821,8463497457,szzs,上证指数,2017-07-06 14:01:00,reply,一群吸血鬼！
174483784,7848815059,szzs,上证指数,2015-06-06 15:56:38,reply,该股2014年年初10元起涨，涨幅很大，业绩不支持股价，尽早出来为好，夜长梦多，不宜久留。
401689322,8212097446,szzs,上证指数,2016-05-25 14:25:24,reply,快速买进600485 601328 600256 600805 002142 000430
630054526,8423320811,szzs,上证指数,2017-04-18 13:51:49,reply,放肆暴跌[大笑]
318869493,8173663572,szzs,上证指数,2016-04-12 11:52:44,reply,假币没收
245532930,8134032070,szzs,上证指数,2016-01-26 13:43:20,reply,妈的，天天变！
185618449,7907128551,399001,深证成指,2015-07-13 10:11:34,reply,大神 宁波可以买了不
234367682,8116974395,szzs,上证指数,2015-12-23 13:02:43,reply,[想一下]
759105577,8692576558,szzs,上证指数,2018-05-07 15:09:07,reply,有钱就买黄金，美元也是吸血鬼
744273106,,szzs,上证指数,2018-01-31 14:14:11,title,蓝筹股开始收割韭菜了
746033220,8671462022,szzs,上证指数,2018-02-14 00:07:08,reply,为什么拉黑我[为什么][为什么][为什么]
229220429,8183449258,szzs,上证指数,2016-04-22 23:57:13,reply,[献花]
262435933,8145396571,szzs,上证指数,2016-02-26 10:36:24,reply,120分钟顶背离
770551479,8710805534,szzs,上证指数,2018-07-04 14:41:39,reply,那你死的更惨
406654893,,szzs,上证指数,2016-05-30 06:23:02,title,震荡下跌行情能大涨吗？在单向的资本市场，看多者是最大的输家。万点不是梦，那还是一
652316799,8448417784,szzs,上证指数,2017-06-08 12:48:54,reply,唯一的牛大将军把创业板指数翻转坐标，问大家：“这是什么牛？”，将军们异口同声：“草泥马的戈壁牛！”。
567098609,,szzs,上证指数,2016-11-09 17:33:00,title,今天下午诱多，明天可以不要脸了。
195659818,,szzs,上证指数,2015-08-18 12:50:28,title,空头，饶了散户吧，放过吧
232861694,8114816407,szzs,上证指数,2015-12-18 17:22:39,reply,今天老师不在，挺想念她的，希望老师周末开心！[献花][献花][献花]
749572764,,szzs,上证指数,2018-03-16 13:32:04,content,估计快要洗盘了，大家小心点。 估计快要洗盘了，大家小心点。
413186601,,szzs,上证指数,2016-06-03 08:07:57,title,今日挑战3000点！
575330601,8361080752,szzs,上证指数,2016-12-02 20:47:38,reply,还带回家啊
181366349,7885834074,szzs,上证指数,2015-06-30 09:13:21,reply,不跌停，捅你佬母！
784084657,,szzs,上证指数,2018-09-21 14:57:12,content,牛b啊 大盘快2800了，我票暴涨一分 牛b啊 大盘快2800了，我票暴涨一分
451030402,8245806778,szzs,上证指数,2016-07-17 17:03:43,reply,你张口姑娘，我如果不自暴，你如何知晓？骗死你你也不知道吧？不想和你为敌也不想和你为友，就你的鉴赏眼光就让人不齿
578324392,,399001,深证成指,2016-12-12 14:28:19,content,被套股呀股、不如卖红薯！ 被套股呀股、不如卖红薯！
226938588,8101697157,szzs,上证指数,2015-11-30 11:58:45,reply,底是差不多了，迅速暴涨就别指望了
777424653,,szzs,上证指数,2018-08-09 10:29:14,content,拉的都是大盘股，这是要做什么? 拉的都是大盘股，这是要做什么?
581710425,8372247961,szzs,上证指数,2016-12-22 22:37:00,reply,过去还有场外配资咧！通通套牢啦，当时有多少千万富翁毁于一旦啦
574883293,8360323103,szzs,上证指数,2016-12-01 19:59:18,reply,可以亏于哦录音
246762038,8136544619,szzs,上证指数,2016-01-30 18:16:11,reply,还有没有像中毅达这类票的！
635851695,8431916731,szzs,上证指数,2017-05-05 13:53:08,reply,好的
337562386,8181785035,szzs,上证指数,2016-04-21 14:11:11,reply,你都2.5年咋还这么大比例
769974186,,szzs,上证指数,2018-07-02 11:11:07,content,五穷六绝七翻身！老乡别跑啊，如果你信了 那你们就错了。因为还有一句话是 五穷六绝七翻身！老乡别跑啊，如果你信了 那你们就错了。因为还有一句话是
159280223,7793635280,szzs,上证指数,2015-04-19 10:17:04,reply,新股民们；周一不死的赶紧往里冲阿！ 18楼 2015-04-19 10:02:44赞 评论 吉林长春股友： 老股民们都懂得，大盘不回抽确认3478点几乎是不可思议的
195753812,,szzs,上证指数,2015-08-18 15:21:58,title,升一个星期，一日跌完了
164079003,7812725623,szzs,上证指数,2015-05-08 13:54:45,reply,他们想让股民随他们指挥棒跳团体操
184042363,7898530895,szzs,上证指数,2015-07-07 21:56:55,reply,发广告的孙子最好去得癌症！
184244860,7899352073,szzs,上证指数,2015-07-08 10:59:20,reply,[赞]
627853769,,szzs,上证指数,2017-04-12 16:19:23,content,2017年主题曲四面楚歌 后期一直是这首歌 无论股指涨跌都是这首歌 如果伤害我是你的天性 那么怜悯是我的座右铭 go go go go。。。。。。[微笑]
583017386,,szzs,上证指数,2016-12-27 10:24:45,content,中航怎么了 中航怎么了
630304806,8424525317,szzs,上证指数,2017-04-19 23:46:25,reply,长头长脚十字星预示变盘时节或将到来
268044678,,szzs,上证指数,2016-03-10 13:30:41,title,今天是二月初二变盘日，是向上还是向下呢？
771372908,8713711143,szzs,上证指数,2018-07-15 16:04:16,reply,"目测我们对股市,永远有一颗群众没有的平常心....."
609830992,,szzs,上证指数,2017-02-17 15:44:41,title,次新股大跌
640727764,,szzs,上证指数,2017-05-11 12:58:28,title,照这速度，年底可以看见500点
779982912,,szzs,上证指数,2018-08-24 13:23:06,content,卖b的别演了，下来吧。 卖b的别演了，下来吧。
196696793,7971224919,szzs,上证指数,2015-08-21 10:35:02,reply,西部证券、长江证券等开始翻红
255946694,8145232110,szzs,上证指数,2016-02-25 23:09:55,reply,谢谢安帅，辛苦了
419559372,8225651058,szzs,上证指数,2016-06-15 10:47:06,reply,是不是锅架堆上班了，维稳啊，朋友祝好运！
560512824,8328836604,szzs,上证指数,2016-10-20 15:35:22,reply,每个人都有！
192344325,,szzs,上证指数,2015-08-04 09:16:53,content,股指气话 麻痹
226971833,,szzs,上证指数,2015-11-30 13:22:00,title,比上次股灾更可怕，我艹了
602847512,,szzs,上证指数,2017-02-07 14:20:22,content,又涨停一个股票哈哈 [胜利]
201389077,,szzs,上证指数,2015-09-10 11:37:25,title,大盘发出买入信号还卖票吗啊哈哈
464258248,,szzs,上证指数,2016-07-22 09:28:00,content,万科的分红方案出炉了，重点关注其走势… 万科的分红方案出炉了，重点关注其走势…
610543252,8393798818,szzs,上证指数,2017-02-21 18:15:28,reply,屡说屡败，说多了自然会对一次。我觉得晓晨已经不太理智来看大盘了。做票连最基本的顺势而为也忘了！不过习惯小思维格局的人比较难大思维的格局。只是苦了那些跟随他的粉丝们了！
639793463,8442336990,szzs,上证指数,2017-05-25 13:46:13,reply,嗯，阁楼太小，要是240平也许可以藏住你，哈哈。
189495990,7931261284,szzs,上证指数,2015-07-27 15:21:55,reply,靠，明天我开盘抢进！先博弈次小反弹！
176500935,7872886349,szzs,上证指数,2015-06-20 19:38:38,reply,[赞]
613323668,,szzs,上证指数,2017-03-02 20:48:34,content,好像美国金融危机时刻总统说现在好买股票了一直涨至现在还在涨 大概意思。供参考[加油]
225819278,8100173355,szzs,上证指数,2015-11-27 13:32:16,reply,又逃过了一劫。
188243458,7920072946,szzs,上证指数,2015-07-21 09:13:56,reply,做A股庄家涨由他跌由他涨跌由他 横批 梦想与现实
240998727,,szzs,上证指数,2016-01-11 15:17:57,content,跌的漂亮！ 跌的漂亮！
746434124,,szzs,上证指数,2018-02-13 13:30:50,title,蓝筹就是祸害市场
242532382,8129176721,szzs,上证指数,2016-01-15 18:03:22,reply,下周可能有点机会
376289956,8195639487,szzs,上证指数,2016-05-06 17:02:16,reply,鸡肋也。空仓一股时间吧，那有天天炒的。厨师也要休息
552943984,,szzs,上证指数,2016-09-21 18:58:25,title,狗男女太恶心了
160719306,,szzs,上证指数,2015-04-24 11:30:07,content,不打新，不接新，让发新股的发不出来 同意的举手
225128420,8098793934,szzs,上证指数,2015-11-24 23:06:15,reply,希望各位狼粉明天都赚钱，老师晚安，粉友们晚安[拜神][拜神][拜神]
747740656,8674054171,szzs,上证指数,2018-03-02 16:46:48,reply,楼主二线蓝筹还有戏吗，还是风格偏向中小创了 ，手里都是绩优蓝筹，套了二十个点，快愁死了。
280056067,8161954984,szzs,上证指数,2016-03-24 14:41:14,reply,历史大底是没有双底形态的！[微笑]
184912518,7905026710,szzs,上证指数,2015-07-10 16:29:45,reply,通杀
259311155,8142672479,szzs,上证指数,2016-02-20 17:30:40,reply,[牛]
207051592,,szzs,上证指数,2015-10-18 23:59:03,title,追妖股死。
697330192,8492448625,szzs,上证指数,2017-08-31 14:04:53,reply,没事，兄弟，仙哥这里总体上还是非常不错的，而且仙哥的预测让无论是空头或者多头都找不到毛病，因为仙哥比他们准多了
386740986,,szzs,上证指数,2016-05-12 13:49:12,title,空仓。
638706303,,szzs,上证指数,2017-05-08 11:27:32,title,赶紧一跌到跌吧
372627924,,szzs,上证指数,2016-05-04 14:13:50,content,现在算是看清楚了，什么叫做多的空头 明明已经背离，还使劲的往上堆，太可怕的空头了，你们继续，我宁愿踏空，也不跟风
437947101,,szzs,上证指数,2016-07-05 10:45:06,content,盘口说：目前空军主力集结在3038--3058一线！ 严防死守！多头主力问散户：怎么办？ 万科周3以后就会出来！ 盘口借机做个短线超跌！ 避开大盘做个股！ 嘻嘻哈哈。。。
355211175,8188876465,szzs,上证指数,2016-04-28 11:21:09,reply,2000左右
147307446,7757678568,szzs,上证指数,2015-02-06 15:49:06,reply,月经带月月带月带月经带； 股市熊股股熊股熊股市熊！
627188192,,szzs,上证指数,2017-04-11 11:25:16,content,老乡别走 老乡别走
645835254,,szzs,上证指数,2017-05-23 14:43:48,content,叫你喝酒做梦，你要来炒股，看嘛 [拜神]
779875198,8724064402,szzs,上证指数,2018-08-24 06:28:37,reply,有同感
425410353,8231735722,szzs,上证指数,2016-06-24 18:08:01,reply,666
627002516,8418904143,szzs,上证指数,2017-04-11 11:51:53,reply,宜好好研究赌技。 不要把时间过多地消耗在计划修改赌场规则一事上嘛
204518638,8005915579,szzs,上证指数,2015-09-27 08:14:40,reply,辛苦了！那是宝贵的经念和一颗善良的心凝结出来的成果！
344138230,8184430453,szzs,上证指数,2016-04-24 13:57:39,reply,每天给ZJH打个电话，问问注册制什么时候启动，必须的每天
700705910,8496076337,szzs,上证指数,2017-09-07 19:28:33,reply,你是美女的？？？
337296297,,szzs,上证指数,2016-04-21 09:44:39,title,今日最高3099.99
639276941,,szzs,上证指数,2017-05-09 08:30:39,title,会去补2016年9月30日的缺口吗？
618884279,,szzs,上证指数,2017-03-20 10:47:41,content,阳包阴，阴包阳，门里门外都愁长。 阳包阴，阴包阳，门里门外都愁长。
386652120,,szzs,上证指数,2016-05-12 11:00:41,title,快跑啊！一轮狂跌开始了
418549854,,szzs,上证指数,2016-06-13 10:18:59,title,加油，如果此次中国股市下跌将严重打击股民投资信心，必须走出独立行情才行
676768398,,szzs,上证指数,2017-07-20 18:58:50,content,不再打新股，当它不存在。 从17年开始，从不打新股。也不去买新股，当它不存在。说到底管理层就是利用人性，爱占小便，谁知我们失去更多。想一想吧，新股有20%都出现亏损了，一个帐号能开20个，表面上说爱护投资者利润，其实把散户当作银行。
197162656,7973415032,szzs,上证指数,2015-08-23 10:34:35,reply,呵呵，等着瞧
226863245,,szzs,上证指数,2015-11-30 09:59:18,title,涨吧！ 明天才是大菜！
553251930,8309923466,szzs,上证指数,2016-09-25 09:51:31,reply,我的建议，真心不错，让你提升几个段位。以后你再来谢我，记得带上礼！[微笑]
744478404,,szzs,上证指数,2018-02-01 10:52:08,content,股灾 指数还是涨的，个股惨不忍睹
782743947,,szzs,上证指数,2018-09-12 15:33:26,title,2600加油！
781233683,8727279142,szzs,上证指数,2018-09-06 14:02:24,reply,，只是不希望有人买了你推荐的票，万一不涨了，又来秋后算账[胜利][胜利][胜利][鼓掌][鼓掌][鼓掌]
256828598,,szzs,上证指数,2016-02-15 13:27:11,title,没想到今天要翻红，好可笑哦
141633494,,szzs,上证指数,2015-01-15 10:30:33,title,上午涨停的股票没几个 很多股票只是擦了点红药水
656083798,,szzs,上证指数,2017-06-16 04:05:07,title,头上挂鎌刀，又玄了！大量没创高点，资金又在跑了。周五就看地产了，地产不表现，
778252537,8722776076,szzs,上证指数,2018-08-19 17:59:32,reply,老子不稀罕什么上海人。就你这穷逼整天装逼非当上海人。[微笑][微笑][微笑][微笑][微笑][微笑]
645805910,,szzs,上证指数,2017-05-23 14:07:09,title,待到CCPXt，家祭无忘告乃翁
164088514,7812187109,szzs,上证指数,2015-05-08 07:56:34,reply,涨时高位钝化 跌时低位钝化 别上当[不屑]
270405661,8161455136,szzs,上证指数,2016-03-23 21:50:52,reply,[牛][牛][牛][牛]
732782970,,szzs,上证指数,2017-11-29 10:55:40,title,最近的大盘真是坑死人不商量啊
269863086,,szzs,上证指数,2016-03-14 13:28:29,title,银行股和其他股都涨才能打败做空股指期货的 如果大盘股不涨 什么 不希望做空死掉爆
752203818,,szzs,上证指数,2018-03-30 14:02:12,title,美帝大跌会涨上去，A股大跌就是割韭菜[不赞]
581147373,8371336970,szzs,上证指数,2016-12-21 14:55:42,reply,你们好吗
186429421,,szzs,上证指数,2015-07-15 13:32:43,title,都这个价格，卖出的获利吗？
563297262,8337958956,szzs,上证指数,2016-10-28 23:11:11,reply,不只坑爹还坑娘[大笑]
636498120,,szzs,上证指数,2017-05-03 14:28:55,content,感觉就像吃了百草枯，怎么也救不活[哭][哭][哭] 感觉就像吃了百草枯，怎么也救不活[哭][哭][哭]
747762774,8674125087,szzs,上证指数,2018-03-02 22:56:33,reply,嗯，360上来就辣么大，哈哈，多拿些金子出来噢[大笑][大笑][大笑][胜利][加油]
172076116,7839118500,szzs,上证指数,2015-05-30 14:04:37,reply,在旧中国，要拯救处于水深火热之中的中国人民，只医治他们的身体是不行的，这得先医治他们的灵魂。
649186825,,szzs,上证指数,2017-05-31 18:11:34,title,不管怎么说明天肯定会涨，看30分钟线比较保险
773471098,8714437225,szzs,上证指数,2018-07-18 10:15:09,reply,这TM难搞，军工偏弱但没出局信号，创业板持有形态，只能再看到10:30.注意谨慎，军工金叉后才可以看多做多，仅仅创业板是不足够的，我们的仓位毕竟是主要在军工
262267547,,szzs,上证指数,2016-02-25 15:12:14,title,生活在中国最幸福的是没有炒股
734103315,,szzs,上证指数,2017-12-04 14:24:48,content,3300是肯定守不住的 3300是肯定守不住的
210154468,8019640579,szzs,上证指数,2015-11-03 08:54:57,reply,赶紧跑！翻红就是逃命的机会。
322938477,,szzs,上证指数,2016-04-14 13:38:52,title,千股跌停
198556907,8103181116,szzs,上证指数,2015-12-02 09:12:16,reply,老师早，费心啦，谢谢老师！
150410353,7764670872,szzs,上证指数,2015-03-05 12:28:30,reply,眼里只有一票心天地才宽[鼓掌][鼓掌][鼓掌]
204456010,8007007738,szzs,上证指数,2015-09-29 21:31:36,reply,[抄底]
202262885,,szzs,上证指数,2015-09-15 09:59:20,content,股民人民何罪之有???? [大笑]
242507911,,szzs,上证指数,2016-01-14 18:52:50,content,大盘周线会出现阳线针底，跟前期2850 形成跨年年度双针探底 大盘周线会出现阳线针底，跟前期2850 形成跨年年度双针探底
746116943,8670606262,szzs,上证指数,2018-02-09 18:11:33,reply,[大笑]
709452865,,szzs,上证指数,2017-09-26 11:23:05,title,都发布了要要维稳，意思不能大跌，你们看看证券时报吧
770028321,8710094814,szzs,上证指数,2018-07-02 14:17:55,reply,现在的股市跟着妖精还有条活路
548871845,,szzs,上证指数,2016-09-06 14:28:50,title,妈的，神奇的二点半又来了！
743208365,,szzs,上证指数,2018-01-25 13:37:35,title,大家快跑
190292919,,szzs,上证指数,2015-07-27 14:51:38,title,大指也掉到3600
402181288,,szzs,上证指数,2016-05-25 13:42:17,title,主力上午买入下午大量卖出，今天的下跌是为明天的大跌做准备，今天50点，明天跌停
696387231,8490518572,szzs,上证指数,2017-08-27 21:46:22,reply,银行股短线超涨，回调使沪指再踩3000点。
387623064,8202763660,szzs,上证指数,2016-05-13 16:30:57,reply,从5100点跌到2800点.2800点你怕什么.2800点割肉等于自杀与财无缘.震荡筑底抛单枯竭强烈买入
228231402,,szzs,上证指数,2015-12-03 15:19:42,title,均线金叉600222现在适合踏空资金逢低买入长线持有股吧里唱空狗打压猪不看好在这里干什么-抢血筹！[买入]
244101047,,szzs,上证指数,2016-01-20 11:12:20,title,又要发1Po了，韮菜还未长出地皮，又来收割了。心也太急了点吧！
182296019,,szzs,上证指数,2015-07-02 14:59:28,title,今天大户一直在出，没进过！
620260224,,szzs,上证指数,2017-03-23 13:29:26,content,我操！好可怕！咋啦？咋啦？ 我操！好可怕！咋啦？咋啦？
226062948,,399001,深证成指,2015-11-27 11:17:05,title,你敢今天买入？忘了下周新股上市抽走资金吗！
425183446,,szzs,上证指数,2016-06-24 12:00:34,content,尼玛，隔壁家死了只老鼠。你家都要抖三抖[大笑][大笑][大笑] 尼玛，隔壁家死了只老鼠。你家都要抖三抖[大笑][大笑][大笑]
399823843,8210068846,szzs,上证指数,2016-05-23 10:43:46,reply,有量吗，没量就会大跌
242940672,8129590668,szzs,上证指数,2016-01-16 20:45:33,reply,过五个工作日，你再看看什么股价。
162655405,,szzs,上证指数,2015-05-03 19:23:46,title,各位，我对算卦又有了一些新的体会
769132133,,szzs,上证指数,2018-06-27 14:48:10,title,不要任何幻想了。
208983573,,szzs,上证指数,2015-10-28 01:24:43,content,这个数很不错3434.34要大发的接凑 这个数很不错3434.34要大发的接凑
240151991,8125446088,szzs,上证指数,2016-01-08 21:51:04,reply,尾盘跑了，害怕周一来不及[好困惑]
151469520,,szzs,上证指数,2015-03-11 10:12:19,content,这次大盘看来要上攻4000点，打新的资金要踏空了，哈哈……好戏开演了 这次大盘看来要上攻4000点，打新的资金要踏空了，哈哈……好戏开演了
715018914,8613703334,szzs,上证指数,2017-10-12 13:56:07,reply,你己经入门了。[大笑][大笑][大笑][赞]
502911297,,szzs,上证指数,2016-08-01 13:20:06,content,2940心理防线已破，等待恐慌盘杀跌了 股灾将再次来临
768422978,,szzs,上证指数,2018-06-24 14:11:59,content,到底了，这次可以抄底等待反弹，跌越多反弹力度越大，七月份来笔大收入吧 到底了，这次可以抄底等待反弹，跌越多反弹力度越大，七月份来笔大收入吧
200797260,7992502599,szzs,上证指数,2015-09-07 20:57:16,reply,奇葩国，只有黑暗，没有黎明！
238297919,,szzs,上证指数,2016-01-04 10:29:30,title,没有监督，任何制度都只有利于一部分人
418219634,8223849202,szzs,上证指数,2016-06-12 23:31:59,reply,"如果是的话,就意味着我们想在低位接回之前的筹码不大可能,之前有出六成仓位"
646941219,,szzs,上证指数,2017-05-25 13:46:52,content,好吓人啊 好吓人啊
146045549,,szzs,上证指数,2015-02-02 13:40:04,title,狗日的东东牛在哪[好逊]
550775056,,szzs,上证指数,2016-09-12 14:02:20,content,谁在狂卖？汉奸走狗国家队？ 谁在狂卖？汉奸走狗国家队？
183257374,,szzs,上证指数,2015-07-06 10:06:40,title,不下猛药都不行啊，直接免印花税吧
195593517,7966262917,szzs,上证指数,2015-08-18 10:57:54,reply,哥们，我那个出吗
413560331,8219370039,szzs,上证指数,2016-06-03 18:24:55,reply,我不相信，短期不可能砸到2638，但周一开始调整是必须的，周二可能有机会入场，这一轮到3400，然后才会.......
158140295,,szzs,上证指数,2015-04-14 14:04:58,content,尾市抢进 看你假跌
746033261,8670991572,szzs,上证指数,2018-02-12 00:28:25,reply,将在400点为国拼死接盘就一元钱，不能再多了，多了俺也没有！
772505597,,szzs,上证指数,2018-07-12 14:09:27,title,喘口气，休息一下，再涨
645927814,8461433779,szzs,上证指数,2017-07-03 10:25:55,reply,心态狠重要
580995742,,szzs,上证指数,2016-12-20 10:33:40,content,本周结束调整，大盘暂时无忧 本周结束调整，大盘暂时无忧
658421896,8456666827,szzs,上证指数,2017-06-23 09:55:02,reply,今天50领跌哦，好事情！ 相信仙哥的判断，只要50不抬头，投资者都有赚钱机会
239571222,8124306511,szzs,上证指数,2016-01-07 13:58:14,reply,大小非要跑，它们就不停牌
184232654,,szzs,上证指数,2015-07-08 09:35:34,content,自选股里面除了绿就是白，没有一个红的，奇葩。 自选股里面除了绿就是白，没有一个红的，奇葩。
197281587,,szzs,上证指数,2015-08-24 09:42:02,title,怕什么！就算跌到1000点也有涨回来的一天！
567415721,,szzs,上证指数,2016-11-10 13:21:18,title,"明天双11,全民看多，会不会挖个天坑啊？"
234612379,8137476688,szzs,上证指数,2016-02-01 14:57:20,reply,那一天形成底部我也知道，不是李大宵说的那样
413374916,,szzs,上证指数,2016-06-03 11:19:43,title,今天主格调回调，不会有突破，
205069086,,szzs,上证指数,2015-09-30 13:59:34,content,想起来那么难，跳水轻松！ 想起来那么难，跳水轻松！
166105112,,szzs,上证指数,2015-05-15 10:55:59,title,证监调控指数，就是蓝筹跌得更惨。着就是价值投资？
756105162,8688125567,szzs,上证指数,2018-04-20 19:43:24,reply,[不屑]
242331888,8129920672,szzs,上证指数,2016-01-18 08:03:27,reply,哈哈，我也是这么认为的，这2700点以下的底哪这么容易让散户抄到啊，何况最近看看，抄底的散户还有不少人呢，杀完这最后一批抄底的才是机构的想法。但是如果空间到位，就像海先生说的，跌到2700左右，我也不管了，大抄一次。
264186376,8149034240,szzs,上证指数,2016-03-04 07:51:20,reply,1、2900连碰都不敢。2、放量滞涨。3、主力在努力护盘，昨天尾盘2点，2点半的两次跳水都被硬生生扭过来了，金融在护盘。局面很清楚了吧？
264613874,,szzs,上证指数,2016-03-03 12:39:04,content,逃命！ 逃命！
262171005,,szzs,上证指数,2016-02-25 11:38:24,content,股灾的节奏？ [为什么]
202849302,,szzs,上证指数,2015-09-17 11:10:10,content,第三浪下跌空间：2200点附近，3200点是这浪的头部，危险大于机会 [减仓]
186629395,7999079789,szzs,上证指数,2015-09-15 14:37:56,reply,娃娃的小名叫三牛，大名叫牛家鑫。
190848517,7935995879,szzs,上证指数,2015-07-29 17:00:50,reply,老外看空中国又不是今天第一天，他们时刻堤防着，中华民族的崛起，他们怕！不要被这样的垃圾文章迷惑了，我们要团结，只有团结了，才能战胜一切，中国是我们的，让别人去说吧！
578863030,8366901432,szzs,上证指数,2016-12-13 17:41:53,reply,射宝的钱不是自己的，装入口袋才是自己的，这些钱钱谁来看管？？？ 泽溪吗？
210077226,8019450628,szzs,上证指数,2015-11-02 17:34:33,reply,盘口老师好
222613068,,szzs,上证指数,2015-11-17 14:34:53,title,主力洗盘，别把手中的筹码让出去，场外资金要进来，自然得让你们把筹码让出来，扛住就
776719408,,szzs,上证指数,2018-08-06 13:06:03,content,千古绝唱 千古绝唱
438069225,8237718129,szzs,上证指数,2016-07-05 13:01:33,reply,追加一句 波段操作 见顶了[微笑]
760739462,,szzs,上证指数,2018-05-16 14:50:57,title,什么时候能真正的跌破3000点啊？
559602818,8325882520,szzs,上证指数,2016-10-18 11:19:18,reply,快到3057了，会不会又一个压力下去？拭目以待。没什么的大不了。等待
634521996,,szzs,上证指数,2017-04-27 10:44:56,title,短期三个缺口，我也是醉了
212047385,8026329243,szzs,上证指数,2015-11-11 15:55:01,reply,哪些滞涨股老师推荐个吧
209218101,8017699532,szzs,上证指数,2015-10-30 10:45:51,reply,哥哥，我一直都在呢，还是在海欣食品里面玩。[献花][献花][献花]
650323006,8445690955,szzs,上证指数,2017-06-02 14:26:47,reply,今天下午是从超跌低价股开始异动的，接着创业板放量启动，接着深指启动，上证50下行，石化双雄和银行股单边下行，有点意思
733523587,8642776973,szzs,上证指数,2017-12-01 13:35:55,reply,你脑子有病，散户不做雷锋
200644004,7991902753,szzs,上证指数,2015-09-07 11:58:15,reply,中国股市应该尽早改变被人牵制着走的现况，主动争取话语权主导权定价权，首先要从心理上摆脱外国的影响，让这类唯外国人是从的言论没有市场。从每个股民每个国民做起，树立强国意识，重树中国人优先的自豪感，从自己国家的利益出发考虑问题。
311372407,8197368771,szzs,上证指数,2016-05-09 11:15:42,reply,还要跌，周线级别上的下跌～盘整～下跌～盘整～下跌～盘整～下跌。现在是最后这个下跌。然后就是周线级别的大反转。
522129335,8263898716,szzs,上证指数,2016-08-09 10:33:33,reply,2000年美国互联网危机
577200944,,szzs,上证指数,2016-12-08 18:22:04,title,纵观千古，3100是必需的。
202816338,8000855652,szzs,上证指数,2015-09-17 14:59:58,reply,忠言逆耳.1000多的浏览.回复却没几条.诶.
547498431,,szzs,上证指数,2016-09-01 21:42:46,content,看看人家，再看看自己，扶不起的阿斗 看看人家，再看看自己，扶不起的阿斗
180746257,7882123872,szzs,上证指数,2015-06-27 10:58:14,reply,就是。 管理层早就看到风险，要求降低杠杆。如果不这样要求，估计跳楼的人会很多。 你要管理层如何做，你才能听懂意思。
311901328,8171341287,szzs,上证指数,2016-04-08 16:55:07,reply,老师 周末愉快
191506571,7939768021,szzs,上证指数,2015-07-31 14:42:54,reply,现在去赎回已经没有任何意义，除非下星期接着跌。反正我是死猪不怕开水烫，爱咋的咋的吧。哎，心好痛喔。
674352107,,szzs,上证指数,2017-07-17 21:13:43,title,你能告诉我，中国石油。已经差不多70倍的市盈率，还在涨，这就是价值导向吗？
210831440,,szzs,上证指数,2015-11-05 14:29:12,title,再套死一批，让你管不住手，该
193501014,,szzs,上证指数,2015-08-08 15:53:40,content,新手基民求教，次新股和创业板股是一回事吗？ 都说下周创业板和中小板会比大盘走得好；又有说法说军工，国企改革和次新股板块是强势板块，想知道这里的高手怎么看。新能源汽车远期应该是看好的，但是下周它的行情到了吗？
187646180,7917997373,szzs,上证指数,2015-07-20 00:12:09,reply,散户看日线，中户看周线，大户看月线，机构看年线，庄家看大盘。想要跟庄，就要学会看大盘。
204310805,8005582840,szzs,上证指数,2015-09-25 15:38:56,reply,只要是重大资产重组事项获得国资委批复，不会超跌的，不说别的，楼猪长成这吊样你也信
262843783,,szzs,上证指数,2016-02-29 10:44:33,title,纯粹是少数投机资金在操控市场！
742513594,8674979311,szzs,上证指数,2018-03-06 19:45:35,reply,可惜了，才半仓
416919196,8222869638,szzs,上证指数,2016-06-09 07:56:36,reply,紫紫端午节快乐！[献花]
205539825,8009136399,szzs,上证指数,2015-10-09 20:32:52,reply,哈哈！这么多的评论，大家笑得前仰后翻，他的目的也就达到了！真是幽默的高智商啊！谢谢你，给我们的快乐！
194527505,,399001,深证成指,2015-08-13 11:16:16,title,中国人民银行：今晚降准0.5个基点
162094938,7804325418,szzs,上证指数,2015-04-29 19:36:47,reply,银行涨！有人会不高兴，就强制打压。讲什么价值投资，放屁！看今天创业板涨4%！银行跌近3%！这不是明摆着鼓励炒亏损题材故事股吗？业绩有鸟用
173346096,7843786639,399001,深证成指,2015-06-03 14:50:20,reply,nan
231829202,8120826412,szzs,上证指数,2015-12-31 00:58:50,reply,[赞]
207615179,8013350414,szzs,上证指数,2015-10-21 12:35:03,reply,好好！[大笑][大笑]
420122105,,szzs,上证指数,2016-06-16 12:48:38,title,不解释，不回答，不理睬你们
279525271,8166426197,szzs,上证指数,2016-03-31 10:11:26,reply,震荡整理
207384786,,szzs,上证指数,2015-10-20 13:47:30,title,到顶了，快逃
179789321,7876979740,szzs,上证指数,2015-06-24 11:09:36,reply,！
714791276,8611254292,szzs,上证指数,2017-10-05 22:13:13,reply,下了……⊙_⊙也去吃药吧⊙_⊙……
755378925,,szzs,上证指数,2018-04-17 10:02:34,content,有些国家以攻击其资本市场为抓手崩溃其经济，它赢了！ 俄罗斯股债双杀，是它取得的第一个大捷！
190946443,,szzs,上证指数,2015-07-29 13:57:02,title,没有创业板的崛起，任何救市都是无效的
741449670,8662183449,szzs,上证指数,2018-01-18 13:35:32,reply,[护城河]
146651238,7756499136,szzs,上证指数,2015-02-04 15:12:26,reply,[哭]
